user_id,total_interacciones,necesidad_principal,canal_preferido,ratio_ruido,clusters_frecuentes,primera_interaccion,ultima_interaccion
USR-09624,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",22/07/2025 00:00,22/07/2025 00:00
USR-09625,4,"Dinero, Pago, Puedo, Compra, Si",1,25.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Ruido"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",09/08/2025 00:00,09/08/2025 00:00
USR-09626,2,"Clave, Interbancaria, Puedo, Ver, Dónde",1,50.00%,"{""Ruido"": 1, ""Clave, Interbancaria, Puedo, Ver, Dónde"": 1}",25/07/2025 00:00,27/08/2025 00:00
USR-09627,1,Desconocido/Ninguno,2,100.00%,"{""Ruido"": 1}",,
USR-09628,2,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2}",29/09/2025 00:00,29/09/2025 00:00
USR-09629,5,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 5}",10/07/2025 00:00,04/08/2025 00:00
USR-09630,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",07/09/2025 00:00,07/09/2025 00:00
USR-09631,2,"Crédito, Credito, Solicitar, Quiero, Puedo",1,50.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Ruido"": 1}",21/10/2025 00:00,21/10/2025 00:00
USR-09632,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Crédito, Línea, Aumento, Aumentar, Linea"": 1}",05/09/2025 00:00,05/09/2025 00:00
USR-09633,1,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",24/08/2025 00:00,24/08/2025 00:00
USR-09634,5,"Norte, Pal, Puedo, Extranjero, Beneficios",1,40.00%,"{""Ruido"": 2, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",02/11/2025 00:00,02/11/2025 00:00
USR-09635,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,50.00%,"{""Ruido"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",29/08/2025 00:00,29/08/2025 00:00
USR-09636,3,"Débito, Deuda, Debito, Crédito, Si",2,33.33%,"{""Débito, Deuda, Debito, Crédito, Si"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Ruido"": 1}",,
USR-09637,4,"Gracias, Muchas, Bien, Momento, Ok",1,0.00%,"{""Gracias, Muchas, Bien, Momento, Ok"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",29/07/2025 00:00,29/07/2025 00:00
USR-09638,4,"Crédito, Personal, Credito, Puedo, Quiero",1,50.00%,"{""Ruido"": 2, ""Crédito, Personal, Credito, Puedo, Quiero"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",19/10/2025 00:00,19/10/2025 00:00
USR-09639,3,"Aplicación, Puedo, Cómo, Actualizar, Si",1,66.67%,"{""Ruido"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",04/10/2025 00:00,04/10/2025 00:00
USR-09640,4,"Cancelar, Crédito, Quiero, Cómo, Credito",1,75.00%,"{""Ruido"": 3, ""Cancelar, Crédito, Quiero, Cómo, Credito"": 1}",08/08/2025 00:00,08/08/2025 00:00
USR-09641,6,"Puedo, Física, Si, Cómo, Solicitar",1,33.33%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Pesos, Mil, Meses, 000, Si"": 1}",08/11/2025 00:00,17/11/2025 00:00
USR-09642,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",26/09/2025 00:00,26/09/2025 00:00
USR-09643,2,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar",1,0.00%,"{""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",20/08/2025 00:00,26/08/2025 00:00
USR-09644,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",12/07/2025 00:00,12/07/2025 00:00
USR-09645,1,"Tiempo, Cuánto, Horario, Tarda, Días",1,0.00%,"{""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",19/09/2025 00:00,19/09/2025 00:00
USR-09646,3,"Puedo, Física, Si, Cómo, Solicitar",1,66.67%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",01/08/2025 00:00,12/08/2025 00:00
USR-09647,1,"Puedo, Física, Si, Cómo, Solicitar",2,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",,
USR-09648,10,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,60.00%,"{""Ruido"": 6, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1}",09/10/2025 00:00,13/10/2025 00:00
USR-09649,3,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 3}",20/08/2025 00:00,22/08/2025 00:00
USR-09650,3,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,66.67%,"{""Ruido"": 2, ""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1}",22/08/2025 00:00,22/08/2025 00:00
USR-09651,3,"Aplicación, Puedo, Cómo, Actualizar, Si",1,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Clabe, Cambio, Cambiar, Si, Cambió"": 1}",25/07/2025 00:00,25/07/2025 00:00
USR-09652,2,"Atención, Número, Clientes, Cliente, Centro",1,50.00%,"{""Ruido"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",25/08/2025 00:00,02/09/2025 00:00
USR-09653,2,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Ruido"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",23/08/2025 00:00,23/08/2025 00:00
USR-09654,1,"Crédito, Personal, Credito, Puedo, Quiero",1,0.00%,"{""Crédito, Personal, Credito, Puedo, Quiero"": 1}",09/09/2025 00:00,09/09/2025 00:00
USR-09655,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",05/07/2025 00:00,05/07/2025 00:00
USR-09656,4,"Puedo, Física, Si, Cómo, Solicitar",1,25.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Ruido"": 1}",18/10/2025 00:00,18/10/2025 00:00
USR-09657,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",03/08/2025 00:00,03/08/2025 00:00
USR-09658,4,"Crédito, Aparece, Puedo, Credito, Garantizada",1,50.00%,"{""Ruido"": 2, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-09659,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",17/10/2025 00:00,17/10/2025 00:00
USR-09660,1,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",07/10/2025 00:00,07/10/2025 00:00
USR-09661,4,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,50.00%,"{""Ruido"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",08/11/2025 00:00,08/11/2025 00:00
USR-09662,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",09/10/2025 00:00,16/10/2025 00:00
USR-09663,3,"Crédito, Credito, Solicitar, Quiero, Puedo",1,0.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 2, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",07/11/2025 00:00,07/11/2025 00:00
USR-09664,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",08/10/2025 00:00,08/10/2025 00:00
USR-09665,2,"Pesos, Mil, Meses, 000, Si",1,50.00%,"{""Pesos, Mil, Meses, 000, Si"": 1, ""Ruido"": 1}",19/09/2025 00:00,19/09/2025 00:00
USR-09666,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2}",05/09/2025 00:00,05/09/2025 00:00
USR-09667,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Pesos, Mil, Meses, 000, Si"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",13/08/2025 00:00,13/08/2025 00:00
USR-09668,3,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,33.33%,"{""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",09/08/2025 00:00,09/08/2025 00:00
USR-09669,2,"Pesos, Mil, Meses, 000, Si",1,0.00%,"{""Pesos, Mil, Meses, 000, Si"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",01/08/2025 00:00,01/08/2025 00:00
USR-09670,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",15/10/2025 00:00,16/10/2025 00:00
USR-09671,3,"Puedo, Física, Si, Cómo, Solicitar",1,66.67%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",25/08/2025 00:00,25/08/2025 00:00
USR-09672,2,"Meses, 000, Enganche, 60, 36",1,0.00%,"{""Meses, 000, Enganche, 60, 36"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",08/10/2025 00:00,08/10/2025 00:00
USR-09673,2,"Crédito, Credito, Solicitar, Quiero, Puedo",1,0.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-09674,4,"Si, Puedo, Quiero, Aparece, Cómo",1,25.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""000, Enganche, Si, Mil, 100"": 1, ""Auto, 000, Enganche, Quiero, Meses"": 1, ""Ruido"": 1}",21/10/2025 00:00,21/10/2025 00:00
USR-09675,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-09676,1,"Crédito, Aparece, Puedo, Credito, Garantizada",1,0.00%,"{""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",03/10/2025 00:00,03/10/2025 00:00
USR-09677,1,"Aplicación, Puedo, Cómo, Actualizar, Si",1,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",21/09/2025 00:00,21/09/2025 00:00
USR-09678,11,"Si, Puedo, Quiero, Aparece, Cómo",1,45.45%,"{""Ruido"": 5, ""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 2, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",05/11/2025 00:00,09/11/2025 00:00
USR-09679,4,"Cancelar, Quiero, Garantizada, Cómo, Garantía",1,50.00%,"{""Ruido"": 2, ""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",21/09/2025 00:00,21/09/2025 00:00
USR-09680,3,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 2, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",26/07/2025 00:00,22/08/2025 00:00
USR-09681,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",07/10/2025 00:00,07/10/2025 00:00
USR-09682,3,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 3}",06/10/2025 00:00,06/10/2025 00:00
USR-09683,1,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",20/08/2025 00:00,20/08/2025 00:00
USR-09684,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",12/08/2025 00:00,12/08/2025 00:00
USR-09685,3,"Préstamo, Personal, Quiero, Puedo, Solicitar",1,33.33%,"{""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1, ""Meses, 000, Enganche, 60, 36"": 1, ""Ruido"": 1}",26/07/2025 00:00,26/07/2025 00:00
USR-09686,1,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",31/10/2025 00:00,31/10/2025 00:00
USR-09687,5,"Puedo, Física, Si, Cómo, Solicitar",1,40.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 2, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",09/09/2025 00:00,18/09/2025 00:00
USR-09688,1,"Pesos, Mil, Meses, 000, Si",1,0.00%,"{""Pesos, Mil, Meses, 000, Si"": 1}",18/08/2025 00:00,18/08/2025 00:00
USR-09689,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",02/10/2025 00:00,02/10/2025 00:00
USR-09690,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",18/08/2025 00:00,18/08/2025 00:00
USR-09691,4,"Seguro, Auto, Póliza, Puedo, Quiero",1,0.00%,"{""Seguro, Auto, Póliza, Puedo, Quiero"": 3, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",06/08/2025 00:00,19/08/2025 00:00
USR-09692,1,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-09693,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",08/10/2025 00:00,08/10/2025 00:00
USR-09694,3,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,66.67%,"{""Ruido"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",24/09/2025 00:00,28/09/2025 00:00
USR-09695,3,"Cancelar, Quiero, Garantizada, Cómo, Garantía",1,0.00%,"{""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 1, ""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",15/07/2025 00:00,09/08/2025 00:00
USR-09696,3,"Virtual, Puedo, Cambiar, Cómo, Si",2,66.67%,"{""Ruido"": 2, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1}",,
USR-09697,2,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1, ""Seguro, Auto, Póliza, Puedo, Quiero"": 1}",16/09/2025 00:00,16/09/2025 00:00
USR-09698,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Ruido"": 1}",16/08/2025 00:00,16/08/2025 00:00
USR-09699,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",29/10/2025 00:00,29/10/2025 00:00
USR-09700,5,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",25/07/2025 00:00,25/07/2025 00:00
USR-09701,2,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",2,50.00%,"{""Ruido"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",,
USR-09702,11,"Puedo, Física, Si, Cómo, Solicitar",1,18.18%,"{""Puedo, Física, Si, Cómo, Solicitar"": 4, ""Ruido"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1}",20/10/2025 00:00,20/10/2025 00:00
USR-09703,1,"Clabe, Cambio, Cambiar, Si, Cambió",1,0.00%,"{""Clabe, Cambio, Cambiar, Si, Cambió"": 1}",31/10/2025 00:00,31/10/2025 00:00
USR-09704,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3}",10/10/2025 00:00,11/10/2025 00:00
USR-09705,6,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,33.33%,"{""Inversión, Puedo, Cómo, Inversiones, Invertir"": 2, ""Ruido"": 2, ""000, Enganche, Si, Mil, 100"": 2}",03/08/2025 00:00,03/08/2025 00:00
USR-09706,2,"Clave, Interbancaria, Puedo, Ver, Dónde",1,0.00%,"{""Clave, Interbancaria, Puedo, Ver, Dónde"": 2}",06/09/2025 00:00,06/09/2025 00:00
USR-09707,3,"Aplicación, Puedo, Cómo, Actualizar, Si",2,66.67%,"{""Ruido"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",,
USR-09708,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",29/09/2025 00:00,29/09/2025 00:00
USR-09709,3,"Token, Correcto, Encuentro, Cómo, Dice",1,33.33%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Ruido"": 1}",24/09/2025 00:00,24/09/2025 00:00
USR-09710,1,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",06/10/2025 00:00,06/10/2025 00:00
USR-09711,7,"Oxxo, Depositar, Puedo, Hacer, Pueden",1,57.14%,"{""Ruido"": 4, ""Oxxo, Depositar, Puedo, Hacer, Pueden"": 2, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",06/11/2025 00:00,06/11/2025 00:00
USR-09712,8,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3, ""Dinero, Pago, Puedo, Compra, Si"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",11/09/2025 00:00,11/09/2025 00:00
USR-09713,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,33.33%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",06/08/2025 00:00,06/08/2025 00:00
USR-09714,2,"Crédito, Línea, Aumento, Aumentar, Linea",1,0.00%,"{""Crédito, Línea, Aumento, Aumentar, Linea"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-09715,4,"Si, Puedo, Quiero, Aparece, Cómo",1,25.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Ruido"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",03/09/2025 00:00,20/09/2025 00:00
USR-09716,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",13/10/2025 00:00,13/10/2025 00:00
USR-09717,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",2,50.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Ruido"": 1}",,
USR-09718,15,"Cómo, Abrir, Puedo, Si, Validar",1,53.33%,"{""Ruido"": 8, ""Cómo, Abrir, Puedo, Si, Validar"": 2, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",28/09/2025 00:00,09/10/2025 00:00
USR-09719,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",01/10/2025 00:00,01/10/2025 00:00
USR-09720,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",11/08/2025 00:00,11/08/2025 00:00
USR-09721,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",26/10/2025 00:00,27/10/2025 00:00
USR-09722,4,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",25/10/2025 00:00,25/10/2025 00:00
USR-09723,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",11/09/2025 00:00,11/09/2025 00:00
USR-09724,2,"Crédito, Credito, Solicitar, Quiero, Puedo",2,0.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",,
USR-09725,4,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",17/09/2025 00:00,17/09/2025 00:00
USR-09726,2,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",20/09/2025 00:00,03/10/2025 00:00
USR-09727,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",07/08/2025 00:00,07/08/2025 00:00
USR-09728,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",30/09/2025 00:00,01/10/2025 00:00
USR-09729,4,"Crédito, Credito, Solicitar, Quiero, Puedo",1,25.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",02/11/2025 00:00,02/11/2025 00:00
USR-09730,4,"Norte, Pal, Puedo, Extranjero, Beneficios",1,75.00%,"{""Ruido"": 3, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1}",25/07/2025 00:00,13/08/2025 00:00
USR-09731,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-09732,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1}",01/11/2025 00:00,01/11/2025 00:00
USR-09733,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2}",17/10/2025 00:00,17/10/2025 00:00
USR-09735,2,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Ruido"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",10/09/2025 00:00,10/09/2025 00:00
USR-09736,7,"Puedo, Física, Si, Cómo, Solicitar",1,42.86%,"{""Ruido"": 3, ""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Débito, Deuda, Debito, Crédito, Si"": 2}",06/08/2025 00:00,02/09/2025 00:00
USR-09737,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",30/09/2025 00:00,30/09/2025 00:00
USR-09738,4,"Número, Teléfono, Numero, Puedo, Llamar",1,0.00%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 2, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 2}",20/10/2025 00:00,20/10/2025 00:00
USR-09739,3,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 3}",11/08/2025 00:00,11/08/2025 00:00
USR-09740,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 2}",06/08/2025 00:00,06/08/2025 00:00
USR-09741,3,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",09/08/2025 00:00,09/08/2025 00:00
USR-09742,4,"Clabe, Cambio, Cambiar, Si, Cambió",1,50.00%,"{""Ruido"": 2, ""Clabe, Cambio, Cambiar, Si, Cambió"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1}",28/09/2025 00:00,28/09/2025 00:00
USR-09743,3,"Atención, Número, Clientes, Cliente, Centro",1,66.67%,"{""Ruido"": 2, ""Atención, Número, Clientes, Cliente, Centro"": 1}",27/10/2025 00:00,27/10/2025 00:00
USR-09744,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2}",23/07/2025 00:00,29/07/2025 00:00
USR-09746,6,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,50.00%,"{""Ruido"": 3, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",17/09/2025 00:00,19/10/2025 00:00
USR-09747,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2}",06/11/2025 00:00,06/11/2025 00:00
USR-09748,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",01/09/2025 00:00,01/09/2025 00:00
USR-09749,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",16/07/2025 00:00,16/07/2025 00:00
USR-09750,2,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Meses, 000, Enganche, 60, 36"": 1}",12/09/2025 00:00,12/09/2025 00:00
USR-09751,3,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,66.67%,"{""Ruido"": 2, ""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1}",25/07/2025 00:00,02/08/2025 00:00
