user_id,nodos_financieros,nodos_conversacionales,tags_personalidad,perfil_final_tda,necesidad_principal
USR-07643,"['cube200_cluster2', 'cube201_cluster1', 'cube215_cluster1', 'cube216_cluster1']","['cube25_cluster86', 'cube26_cluster111']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil Foodie (Gasto en Restaurantes),"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-07644,['cube125_cluster0'],['cube26_cluster111'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_servicios_digitales,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07645,['cube78_cluster0'],"['cube7_cluster4', 'cube8_cluster2', 'cube15_cluster70', 'cube16_cluster0']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07646,"['cube36_cluster1', 'cube37_cluster1']","['cube22_cluster2', 'cube23_cluster12']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Inversor en Educación,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-07647,"['cube31_cluster1', 'cube48_cluster0']","['cube24_cluster48', 'cube25_cluster77', 'cube32_cluster60', 'cube33_cluster69']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-07648,"['cube249_cluster2', 'cube250_cluster0']","['cube25_cluster14', 'cube26_cluster49', 'cube33_cluster68', 'cube34_cluster32']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + patron_uso_atipico,"Dinero, Pago, Puedo, Compra, Si"
USR-07649,"['cube207_cluster1', 'cube208_cluster1', 'cube223_cluster1', 'cube224_cluster2']","['cube25_cluster83', 'cube26_cluster134', 'cube33_cluster101', 'cube34_cluster55']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + promedio_salud,Desconocido/Ninguno
USR-07650,"['cube224_cluster0', 'cube225_cluster1', 'cube240_cluster0', 'cube241_cluster1']",['cube46_cluster1'],"['Usuario Estándar', 'Entusiasta de la Marca (Hey Fan Shop)']",Especialista: promedio_salud + Entusiasta de la Marca (Hey Fan Shop),"Pay, Apple, Verificar, Cómo, Puedo"
USR-07651,"['cube76_cluster0', 'cube96_cluster0']","['cube25_cluster119', 'cube26_cluster86']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + promedio_salud,"Puedo, Física, Si, Cómo, Solicitar"
USR-07652,"['cube132_cluster1', 'cube133_cluster0', 'cube151_cluster1', 'cube152_cluster0']","['cube28_cluster21', 'cube29_cluster24']",['Viajero Frecuente'],Especialista: Viajero Frecuente + promedio_salud,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07653,"['cube116_cluster1', 'cube117_cluster2', 'cube134_cluster0', 'cube135_cluster0']","['cube8_cluster38', 'cube9_cluster30']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-07654,['cube235_cluster2'],"['cube16_cluster4', 'cube17_cluster5', 'cube25_cluster37', 'cube26_cluster65']",['Inversor en Educación'],Especialista: Inversor en Educación + frecuencia_salud,"Dinero, Pago, Puedo, Compra, Si"
USR-07655,"['cube154_cluster1', 'cube173_cluster2']","['cube28_cluster3', 'cube29_cluster5']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-07656,"['cube139_cluster0', 'cube140_cluster0']","['cube25_cluster1', 'cube26_cluster169']","['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: Perfil Internacional / Global User + frecuencia_salud,"Dinero, Pago, Puedo, Compra, Si"
USR-07657,"['cube5_cluster0', 'cube6_cluster0']","['cube8_cluster28', 'cube9_cluster1']",['Usuario de Movilidad Urbana (Apps/Transporte)'],Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Débito, Deuda, Debito, Crédito, Si"
USR-07658,"['cube47_cluster0', 'cube48_cluster2']",['cube23_cluster21'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-07659,['cube171_cluster0'],"['cube10_cluster13', 'cube11_cluster5', 'cube18_cluster43', 'cube19_cluster5']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),Desconocido/Ninguno
USR-07660,"['cube117_cluster0', 'cube135_cluster2']",['cube46_cluster6'],"['Perfil de Ocio y Entretenimiento', 'Perfil Internacional / Global User']",Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Pay, Apple, Verificar, Cómo, Puedo"
USR-07661,"['cube156_cluster2', 'cube157_cluster2', 'cube175_cluster0', 'cube176_cluster1']","['cube17_cluster7', 'cube18_cluster13', 'cube26_cluster110', 'cube27_cluster20']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07662,"['cube228_cluster1', 'cube243_cluster1']","['cube22_cluster1', 'cube23_cluster53', 'cube30_cluster4', 'cube31_cluster22']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-07663,['cube67_cluster1'],['cube33_cluster54'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,
USR-07664,['cube114_cluster0'],['cube33_cluster53'],['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Pesos, Mil, Meses, 000, Si"
USR-07665,"['cube270_cluster1', 'cube283_cluster2']","['cube7_cluster44', 'cube15_cluster96']","['Usuario Estándar', 'Responsable del Hogar (Gasto Elevado)']",Especialista: promedio_transporte + Responsable del Hogar (Gasto Elevado),"Tiempo, Cuánto, Horario, Tarda, Días"
USR-07666,"['cube233_cluster0', 'cube248_cluster0']","['cube25_cluster1', 'cube26_cluster62']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-07667,"['cube38_cluster0', 'cube53_cluster0']","['cube5_cluster3', 'cube6_cluster14', 'cube13_cluster2', 'cube14_cluster63']","['Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-07668,"['cube89_cluster2', 'cube108_cluster1']","['cube22_cluster15', 'cube23_cluster2', 'cube30_cluster0', 'cube31_cluster7']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-07669,['cube25_cluster2'],"['cube26_cluster66', 'cube27_cluster25']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Débito, Deuda, Debito, Crédito, Si"
USR-07670,"['cube36_cluster0', 'cube37_cluster2']",['cube29_cluster24'],"['Perfil de Alerta (Comportamiento Inusual)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07671,"['cube67_cluster2', 'cube68_cluster2', 'cube86_cluster1', 'cube87_cluster0']","['cube24_cluster69', 'cube25_cluster62']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,Desconocido/Ninguno
USR-07672,['cube265_cluster1'],['cube6_cluster8'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Meses, 000, Enganche, 60, 36"
USR-07673,"['cube45_cluster1', 'cube60_cluster1']","['cube26_cluster3', 'cube34_cluster77']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07674,"['cube132_cluster0', 'cube133_cluster1']","['cube16_cluster49', 'cube25_cluster12']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Número, Teléfono, Numero, Puedo, Llamar"
USR-07675,"['cube88_cluster0', 'cube107_cluster0']","['cube24_cluster47', 'cube25_cluster135', 'cube32_cluster4', 'cube33_cluster22']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Puedo, Física, Si, Cómo, Solicitar"
USR-07676,['cube198_cluster2'],"['cube6_cluster10', 'cube14_cluster88']",['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + frecuencia_retiro_cajero,"Crédito, Personal, Credito, Puedo, Quiero"
USR-07677,['cube235_cluster2'],['cube33_cluster99'],['Inversor en Educación'],Especialista: Inversor en Educación + frecuencia_salud,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07678,"['cube156_cluster2', 'cube157_cluster2', 'cube175_cluster0', 'cube176_cluster1']","['cube8_cluster28', 'cube9_cluster1']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Dinero, Pago, Puedo, Compra, Si"
USR-07679,['cube95_cluster2'],"['cube10_cluster18', 'cube18_cluster60']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07680,['cube217_cluster0'],"['cube16_cluster75', 'cube17_cluster20', 'cube25_cluster115', 'cube26_cluster65']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07681,['cube176_cluster2'],"['cube6_cluster4', 'cube7_cluster29']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Crédito, Personal, Credito, Puedo, Quiero"
USR-07682,"['cube142_cluster0', 'cube143_cluster0']",['cube7_cluster17'],['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Dinero, Pago, Puedo, Compra, Si"
USR-07683,"['cube65_cluster1', 'cube66_cluster2']","['cube33_cluster70', 'cube40_cluster15']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07684,"['cube194_cluster1', 'cube209_cluster0']",['cube33_cluster7'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar"
USR-07685,"['cube65_cluster1', 'cube66_cluster1']","['cube26_cluster102', 'cube27_cluster26', 'cube34_cluster25', 'cube35_cluster13']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Puedo, Física, Si, Cómo, Solicitar"
USR-07686,['cube162_cluster0'],"['cube5_cluster1', 'cube6_cluster13', 'cube13_cluster0', 'cube14_cluster12']",['Usuario Estándar'],Especialista: patron_uso_atipico + Usuario Tradicional (Uso de Efectivo),"Auto, 000, Enganche, Quiero, Meses"
USR-07687,"['cube16_cluster2', 'cube17_cluster1', 'cube27_cluster0', 'cube28_cluster2']","['cube16_cluster58', 'cube17_cluster11']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Dinero, Pago, Puedo, Compra, Si"
USR-07688,['cube18_cluster1'],"['cube26_cluster143', 'cube34_cluster35']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Puedo, Física, Si, Cómo, Solicitar"
USR-07689,"['cube67_cluster0', 'cube86_cluster0']","['cube26_cluster31', 'cube27_cluster83']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"000, Enganche, Si, Mil, 100"
USR-07690,"['cube82_cluster0', 'cube83_cluster0', 'cube102_cluster1', 'cube103_cluster0']",['cube14_cluster4'],"['Usuario Estándar', 'Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Tiempo, Cuánto, Horario, Tarda, Días"
USR-07691,['cube201_cluster0'],"['cube29_cluster21', 'cube37_cluster3']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-07692,"['cube21_cluster1', 'cube22_cluster0', 'cube33_cluster0', 'cube34_cluster1']","['cube16_cluster1', 'cube17_cluster68', 'cube25_cluster30', 'cube26_cluster24']","['Responsable del Hogar (Gasto Elevado)', 'Perfil Familiar (Gastos de Casa)']",Especialista: Perfil Familiar (Gastos de Casa) + Responsable del Hogar (Gasto Elevado),"Dinero, Pago, Puedo, Compra, Si"
USR-07693,"['cube76_cluster0', 'cube96_cluster0']",['cube25_cluster107'],"['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + promedio_salud,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07694,"['cube182_cluster0', 'cube195_cluster0']",['cube32_cluster1'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-07695,['cube4_cluster0'],"['cube15_cluster60', 'cube16_cluster69', 'cube24_cluster61', 'cube25_cluster84']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,
USR-07696,"['cube67_cluster0', 'cube86_cluster0']","['cube33_cluster40', 'cube34_cluster84']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),Desconocido/Ninguno
USR-07697,"['cube156_cluster2', 'cube157_cluster2', 'cube175_cluster0', 'cube176_cluster1']",['cube17_cluster89'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Si, Puedo, Quiero, Aparece, Cómo"
USR-07698,['cube276_cluster1'],['cube25_cluster109'],['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),Desconocido/Ninguno
USR-07699,"['cube204_cluster1', 'cube205_cluster2', 'cube219_cluster1', 'cube220_cluster2']",['cube32_cluster42'],"['Usuario Estándar', 'Perfil Familiar (Gastos de Casa)']",Especialista: promedio_transporte + Viajero de Alto Valor (Premium),Desconocido/Ninguno
USR-07700,"['cube238_cluster2', 'cube253_cluster0']","['cube5_cluster1', 'cube6_cluster13', 'cube13_cluster0', 'cube14_cluster3']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-07701,"['cube206_cluster2', 'cube221_cluster0']",['cube3_cluster25'],['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-07702,['cube125_cluster1'],"['cube23_cluster11', 'cube31_cluster4']",['Viajero Frecuente'],Especialista: Viajero Frecuente + promedio_salud,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-07703,"['cube58_cluster1', 'cube59_cluster0', 'cube77_cluster1', 'cube78_cluster1']",['cube26_cluster45'],"['Perfil de Alerta (Comportamiento Inusual)', 'Perfil Familiar (Gastos de Casa)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-07704,"['cube182_cluster2', 'cube195_cluster2']","['cube24_cluster48', 'cube25_cluster96', 'cube32_cluster19', 'cube33_cluster10']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + frecuencia_servicios_digitales,Desconocido/Ninguno
USR-07705,"['cube82_cluster1', 'cube83_cluster0', 'cube102_cluster0', 'cube103_cluster0']","['cube26_cluster132', 'cube34_cluster70']","['Viajero Frecuente', 'Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: promedio_salud + Viajero Frecuente,Desconocido/Ninguno
USR-07706,['cube84_cluster2'],['cube26_cluster169'],['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Dinero, Pago, Puedo, Compra, Si"
USR-07707,['cube193_cluster0'],['cube25_cluster32'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Dinero, Pago, Puedo, Compra, Si"
USR-07708,"['cube238_cluster2', 'cube253_cluster0']",['cube28_cluster5'],"['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07709,['cube171_cluster1'],['cube9_cluster8'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Puedo, Física, Si, Cómo, Solicitar"
USR-07710,"['cube20_cluster0', 'cube32_cluster0']","['cube25_cluster37', 'cube33_cluster12']",['Inversor en Educación'],Especialista: Inversor en Educación + promedio_salud,"Dinero, Pago, Puedo, Compra, Si"
USR-07711,"['cube106_cluster0', 'cube121_cluster2']","['cube25_cluster47', 'cube26_cluster2']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Cliente de Nómina (Alta Fidelidad),"Dinero, Pago, Puedo, Compra, Si"
USR-07712,['cube139_cluster1'],"['cube8_cluster12', 'cube9_cluster19']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-07713,['cube30_cluster1'],"['cube28_cluster20', 'cube36_cluster6']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-07714,"['cube47_cluster0', 'cube48_cluster2']","['cube5_cluster0', 'cube6_cluster23', 'cube13_cluster7', 'cube14_cluster12']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Auto, 000, Enganche, Quiero, Meses"
